actor_id,full_name,gender,birth_date,nationality,height,awards_count,debut_year,instagram_followers,salary,agent_name,email,phone,city,created_at
163,Pierre Cooper,Other,1971-09-02,Italian,1.96,22,2014,17611025,6842581.55,Paradigm,invalid-email-no-at,abc-def-ghij,Sydney,2018-04-22 19:40:34
164,Ryan Reynolds,F,1955-05-05,Canadian,1.86,0,2003,41637496,7213779.88,Innovative Artists,ryan_reynolds45@talent.com,+447043617098,Rome,2012-06-28 06:43:48
165,Tom Anderson,Other,1972-04-02,French,1.75,27,2003,33253655,2822729.73,Paradigm,tom_anderson37@talent.com,+447808258396,Paris,2017-05-22 22:24:56
166,Carlos Nakamura,F,1958-10-26,Spanish,2.03,2,1992,26197870,7769577.33,Anonymous Content,carlos_nakamura75@talent.com,+447144687445,Rome,2016-01-25 06:19:38
167,Carlos Williams,Other,2000-11-14,Spanish,1.88,3,2010,24811943,7600654.37,Innovative Artists,carlos_williams35@talent.com,+447429518874,New York,2017-11-10 01:10:04
168,Angelina Ahmed,F,1959-05-06,German,1.72,10,2009,2281399,63718.87,APA,angelina_ahmed64@talent.com,+447221493329,New York,2023-09-27 19:19:38
169,Daniel Cooper,F,1999-03-01,Canadian,1.73,23,1999,22186657,4024401.1,WME,daniel_cooper9@talent.com,+447115964646,Berlin,2021-02-17 08:23:58
170,Claire Johnson,M,1965-03-05,Brazilian,1.91,3,1985,40579426,1749688.04,UTA,claire_johnson43@talent.com,+447890476677,Sydney,2014-05-24 07:46:06
171,Denzel Reynolds,M,1984-08-17,German,1.68,29,1997,45705359,16864464.73,Innovative Artists,denzel_reynolds36@talent.com,+447687919792,Madrid,2019-09-05 22:55:19
172,Michael DiCaprio,M,1955-04-16,Australian,2.02,27,2018,5433091,10069852.6,CAA,michael_dicaprio20@talent.com,+447123219662,Los Angeles,2022-11-19 12:09:55
173,Elena Müller,F,1963-11-11,Korean,1.8,14,2003,23285196,17343493.49,Paradigm,elena_müller53@talent.com,+447497318672,Berlin,2022-12-10 16:33:34
174,David Dubois,F,1968-12-06,British,1.87,6,2005,7845302,1398788.33,Innovative Artists,david_dubois96@talent.com,+447530418157,Mumbai,2020-09-25 05:35:01
175,Lucas Smith,M,1982-08-06,American,2.04,14,2010,31740085,8731206.09,Paradigm,lucas_smith32@talent.com,+447392477728,New York,2010-09-05 17:34:31
176,Elena Nakamura,M,1953-11-16,Korean,1.65,21,1998,48112473,18230549.73,Anonymous Content,elena_nakamura91@talent.com,+447537465713,Seoul,2019-04-04 11:49:48
177,Scarlett Williams,F,1995-02-09,Japanese,1.66,20,1992,1031749,16115124.54,WME,scarlett_williams51@talent.com,+447705090819,Tokyo,2024-05-12 04:37:50
178,Brad Jackson,M,1963-02-20,Australian,1.98,3,1992,45880596,17033301.15,ICM,brad_jackson49@talent.com,+447378523220,Berlin,2023-04-09 18:59:28
179,  Anna Jackson   ,M,1997-04-26,Canadian,1.7,9,2004,40258907,12013024.17,APA,anna_jackson56@talent.com,abc-def-ghij,New York,2021-09-23 11:52:35
180,Scarlett Brown,F,1982-07-02,Brazilian,2.05,25,1993,7768027,7358802.89,3 Arts Entertainment,scarlett_brown81@talent.com,+447569816581,London,2017-10-09 06:29:27
181,Ryan Kim,M,1963-02-06,British,1.64,27,2005,17729334,11157118.95,Innovative Artists,ryan_kim66@talent.com,+447969612836,Los Angeles,2014-08-07 21:07:19
182,Leonardo Cooper,F,1969-08-16,Brazilian,1.98,8,1985,30815827,409075.94,Paradigm,leonardo_cooper95@talent.com,+447564101454,Rome,2016-06-13 00:00:43
183,Omar Martin,M,1961-11-21,Indian,1.61,18,1998,33795642,8335995.2,Anonymous Content,omar_martin92@talent.com,+447917842364,London,2017-09-26 08:48:28
184,David Brown,M,1969-12-25,Korean,1.87,26,2012,38256698,3363689.95,CAA,david_brown34@talent.com,+447231384624,Rome,2016-11-13 01:56:17
185,Aisha Ahmed,M,1971-09-26,Brazilian,1.69,28,2020,6155316,2293679.6,Anonymous Content,aisha_ahmed30@talent.com,+447217308782,Toronto,2014-07-12 03:09:16
186,Anna Chen,M,1980-12-01,Japanese,1.83,23,1999,25260700,5085784.46,Anonymous Content,anna_chen4@talent.com,+447804620767,Paris,2011-12-14 23:21:37
187,Emma Stone,F,1986-05-06,French,1.86,15,1997,7016251,4211047.04,Paradigm,emma_stone47@talent.com,+447880755790,Berlin,2024-12-13 10:36:31
188,Anna Wilson,Other,1963-06-26,Indian,1.76,6,2004,6002743,9736249.15,3 Arts Entertainment,anna_wilson52@talent.com,+447557987921,Paris,2019-06-08 17:01:35
189,Tom Anderson,M,1988-10-01,Canadian,1.96,27,2010,7726277,7298222.99,CAA,tom_anderson39@talent.com,+447844629857,Los Angeles,2011-02-03 07:39:06
190,Lucas Santos,F,1966-08-20,British,1.93,8,1985,5850545,100588.99,Anonymous Content,lucas_santos68@talent.com,+447330516721,Rome,2011-07-25 08:52:29
191,Scarlett Jackson,Other,1955-06-16,German,1.82,29,1986,25606685,9111077.97,3 Arts Entertainment,scarlett_jackson3@talent.com,+447675212408,Rome,2017-11-08 12:28:11
192,Michael Thomas,F,1961-07-10,German,1.89,1,2008,34162855,15978850.89,3 Arts Entertainment,michael_thomas87@talent.com,+447048376919,Sydney,2017-03-09 11:39:30
193,Christopher Streep,M,1960-08-15,American,1.61,21,2006,20696606,13572687.7,WME,christopher_streep97@talent.com,+447388599931,Madrid,2020-08-07 20:51:11
194,Leonardo Reynolds,Other,1985-12-18,Canadian,1.89,13,1989,2354340,18561551.18,Anonymous Content,invalid-email-no-at,+447629468888,Seoul,2020-10-16 06:22:32
195,Daniel Wilson,F,1967-05-16,American,1.63,6,1994,32893493,7942486.16,Innovative Artists,daniel_wilson76@talent.com,+447228211087,Toronto,2016-06-20 12:51:55
196,Denzel Rossi,Other,1966-10-21,Japanese,2.04,23,1990,23422301,7103985.3,ICM,denzel_rossi95@talent.com,+447477224373,Tokyo,2023-08-09 10:41:02
197,Scarlett Pitt,M,1988-11-01,Indian,1.91,21,2018,41023006,7997357.39,ICM,scarlett_pitt17@talent.com,+447831777110,Toronto,2019-05-11 00:15:28
198,Denzel Reynolds,F,1983-01-12,German,1.82,6,2019,24966005,18502011.52,3 Arts Entertainment,denzel_reynolds45@talent.com,+447930826357,Berlin,2012-12-20 03:15:26
199,Kenji Martin,M,1980-04-15,German,1.58,25,2002,5872705,7067375.52,Paradigm,kenji_martin39@talent.com,+447563565922,Berlin,2012-12-09 00:20:06
200,Michael Johansson,Other,1978-11-19,Italian,1.65,28,2003,26489022,9372218.07,Paradigm,michael_johansson95@talent.com,+447437669307,Tokyo,2021-07-28 13:47:02
201,Maria Dubois,F,1966-02-11,Australian,1.62,1,2003,4695259,1114777.69,WME,maria_dubois18@talent.com,+447211061149,Los Angeles,2012-11-16 13:02:30
202,Denzel Anderson,Other,1966-10-15,Spanish,1.83,15,1997,34797197,3966430.25,ICM,denzel_anderson15@talent.com,+447640298547,Los Angeles,2016-02-09 08:13:56
203,Lucas Garcia,M,1971-01-26,Korean,1.88,24,1996,27517546,682501.24,Innovative Artists,lucas_garcia84@talent.com,+447757862554,Los Angeles,2021-07-28 16:30:21
204,Claire DiCaprio,Other,1993-02-06,Australian,1.64,28,2010,6375465,17260772.59,3 Arts Entertainment,claire_dicaprio61@talent.com,+447091478983,Paris,2012-04-16 14:16:23
205,Kenji Pitt,Other,1963-04-16,Italian,2.02,14,1985,22455640,18337494.7,Anonymous Content,kenji_pitt76@talent.com,+447319541115,Los Angeles,2017-10-03 01:40:51
206,Meryl Martin,M,1981-01-15,Indian,1.65,17,2004,29629668,10641615.97,Gersh Agency,meryl_martin83@talent.com,abc-def-ghij,Mumbai,2013-01-08 08:33:53
207,Meryl Ahmed,Other,1993-01-28,Japanese,1.99,19,1993,32169162,3734820.47,CAA,meryl_ahmed60@talent.com,+447998254097,Sydney,2010-04-04 14:35:55
208,Cate Taylor,M,1997-02-14,Spanish,1.92,10,2017,17926723,18965898.32,Gersh Agency,cate_taylor32@talent.com,+447843826924,Los Angeles,2018-09-22 18:57:20
209,Leonardo Thomas,Other,1973-07-01,Brazilian,1.96,4,2012,41571444,12518640.57,CAA,invalid-email-no-at,+447199920368,Paris,2021-06-06 06:53:58
210,Tom Smith,M,1964-01-20,British,2.01,11,2010,23674211,5331507.21,CAA,tom_smith17@talent.com,+447642222826,Berlin,2010-08-20 20:37:07
211,Denzel Ahmed,F,1963-03-01,French,1.62,20,2007,14438529,1913689.08,APA,denzel_ahmed36@talent.com,+447903647917,Los Angeles,2010-05-05 06:05:42
212,Aisha Williams,M,1953-05-17,French,1.94,1,2000,3762441,18195391.47,APA,aisha_williams90@talent.com,+447743961183,Tokyo,2018-05-23 14:13:58
213,Carlos Ahmed,Other,1983-12-05,Japanese,1.97,10,2005,15894813,10549020.82,WME,carlos_ahmed57@talent.com,+447521208748,Seoul,2023-02-18 05:31:09
214,Brad Streep,M,1987-06-28,French,1.8,5,2008,24513439,12948099.56,Paradigm,brad_streep25@talent.com,+447934520229,Mumbai,2022-09-22 23:05:21
215,Angelina Nakamura,F,1996-12-28,Australian,1.71,9,2001,49787413,10061068.98,Paradigm,angelina_nakamura76@talent.com,+447057592937,Paris,2020-06-01 22:48:18
216,Carlos Anderson,Other,1951-09-19,British,1.88,9,2011,47781135,5845092.41,ICM,carlos_anderson37@talent.com,+447123618469,Seoul,2010-08-28 13:38:59
217,Emma Ahmed,F,1982-09-03,American,1.8,22,1993,44573451,3093240.96,Innovative Artists,emma_ahmed46@talent.com,+447858911153,Seoul,2014-08-25 14:40:31
218,Ryan Wilson,Other,1957-03-07,Indian,1.77,27,2003,49446469,11756552.98,ICM,ryan_wilson35@talent.com,+447938321278,Madrid,2019-08-20 01:01:31
219,Michael Washington,Other,1969-10-23,Brazilian,1.76,28,2001,48303404,16916764.92,WME,michael_washington37@talent.com,+447958537173,Rome,2016-03-07 21:36:21
220,Denzel Brown,M,1971-01-06,Spanish,1.77,8,1986,25216364,6057460.51,UTA,denzel_brown85@talent.com,+447126071098,London,2017-03-22 15:25:23
221,Robert Johansson,Other,1962-05-04,Spanish,2.0,20,1988,3760188,6812747.3,APA,robert_johansson9@talent.com,+447877285566,Seoul,2018-04-26 09:22:22
222,Kenji Nakamura,Other,1992-04-07,Korean,1.95,29,2015,46942951,19412268.41,Paradigm,kenji_nakamura47@talent.com,+447860518301,Rome,2018-01-18 19:22:48
223,James Santos,M,1968-04-03,Spanish,1.59,29,2006,45677081,9457405.69,APA,james_santos96@talent.com,+447032179280,London,2011-11-23 18:29:37
224,Maria Kim,Other,1965-02-22,Canadian,1.76,16,2018,33979257,10949117.03,CAA,maria_kim51@talent.com,+447952588227,Paris,2010-06-12 17:12:38
225,Sofia Rodriguez,F,1953-01-20,Brazilian,1.64,21,2000,47497229,4381813.61,3 Arts Entertainment,sofia_rodriguez14@talent.com,+447219697500,Rome,2013-08-19 01:11:58
226,James Streep,M,1991-02-18,Indian,1.86,16,2004,19023724,19054202.37,Innovative Artists,james_streep86@talent.com,+447583410319,Mumbai,2011-07-25 14:27:25
227,  Maria Blanchett   ,M,1969-09-23,French,1.64,5,2010,29199994,5877435.3,Gersh Agency,maria_blanchett35@talent.com,+447863701556,London,2021-07-10 08:54:01
228,John Garcia,F,1988-07-14,German,1.77,25,2005,34791394,1903841.16,Anonymous Content,john_garcia83@talent.com,+447823018694,Madrid,2017-05-09 19:36:10
229,Elena Martin,F,1989-04-26,Australian,1.86,10,2000,6174047,16216954.35,APA,elena_martin68@talent.com,+447094824384,Rome,2016-05-21 04:12:39
230,John Johnson,Other,1986-07-09,Australian,1.74,13,2018,4296674,19176799.29,WME,john_johnson20@talent.com,+447850659887,Toronto,2018-03-27 04:36:50
231,Denzel Williams,M,1967-07-18,Spanish,1.62,28,1988,15213943,9380822.47,ICM,denzel_williams32@talent.com,+447697853223,Madrid,2021-09-25 08:03:24
232,Emma Washington,Other,1970-08-17,German,1.58,8,2006,22012177,11703227.01,APA,emma_washington9@talent.com,+447444178785,Toronto,2022-08-22 12:41:52
233,Emma Stone,M,1953-06-11,French,1.97,4,2010,42771858,14984787.5,Paradigm,emma_stone48@talent.com,+447494323648,Tokyo,2020-05-20 08:13:26
234,Ryan Kim,F,1972-04-09,Japanese,1.64,1,2003,10138441,1801213.65,Anonymous Content,ryan_kim22@talent.com,+447394755870,Rome,2017-05-15 22:06:55
235,Emma Williams,Other,1972-11-22,American,1.95,13,2008,42110713,2070570.3,ICM,emma_williams7@talent.com,+447088929528,Seoul,2024-09-11 01:34:05
236,Tom Rossi,F,1977-07-23,German,1.64,15,1988,18743386,2620691.42,ICM,tom_rossi25@talent.com,+447894379338,Mumbai,2011-01-13 01:58:47
237,Denzel Taylor,F,1959-03-20,French,1.81,11,2014,43920259,15581215.25,Gersh Agency,denzel_taylor79@talent.com,+447791002576,Sydney,2023-07-12 19:38:01
238,Lucas Lawrence,F,1956-02-26,Japanese,1.66,28,2017,13011709,942707.06,CAA,lucas_lawrence17@talent.com,+447755152413,Toronto,2017-08-24 23:46:23
239,Christopher Kim,M,1956-07-18,Australian,1.78,10,1997,30873468,2249110.22,Innovative Artists,christopher_kim6@talent.com,+447011638847,Berlin,2023-03-02 09:15:05
240,Kenji Williams,F,1972-07-28,American,1.64,6,2010,5811421,18091347.15,APA,kenji_williams57@talent.com,+447858832312,Seoul,2018-01-14 04:16:29
241,Lucas Nakamura,Other,1965-07-21,Spanish,1.92,4,2014,48598376,6316004.97,CAA,lucas_nakamura44@talent.com,+447490595668,Los Angeles,2024-06-24 21:59:27
242,Aisha Wilson,M,1961-02-23,Indian,1.6,12,2014,46191370,11996624.48,UTA,aisha_wilson6@talent.com,+447002942451,Berlin,2015-04-19 07:48:44
243,Ryan Kim,Other,1994-06-03,Italian,1.72,26,1988,29696351,11654549.48,ICM,ryan_kim3@talent.com,+447397902327,London,2023-02-23 16:14:02
244,David Rossi,F,1990-11-11,Brazilian,1.61,0,1994,48378320,738699.47,WME,david_rossi23@talent.com,+447284613234,Toronto,2024-02-11 22:19:34
245,Carlos Smith,F,1996-04-08,Italian,1.65,7,1985,21196886,9665778.98,APA,carlos_smith41@talent.com,+447651537654,New York,2014-04-15 22:55:03
246,James Thomas,M,1978-08-02,Canadian,1.87,3,2014,729675,16577664.34,Gersh Agency,james_thomas70@talent.com,+447128331462,Madrid,2010-02-27 05:21:45
247,Scarlett Lawrence,M,1990-10-24,Spanish,1.6,20,2019,25116232,7644610.72,WME,scarlett_lawrence80@talent.com,+447964781367,Madrid,2016-10-15 11:02:22
248,Kenji Chen,M,1951-12-03,American,1.89,23,2008,39581542,1725046.34,Paradigm,kenji_chen64@talent.com,+447254213395,Sydney,2022-09-07 07:45:41
249,Sofia Wilson,M,1983-10-23,Japanese,1.91,1,2009,23523974,14098936.8,Gersh Agency,sofia_wilson76@talent.com,+447954947849,Seoul,2023-03-24 10:36:12
250,Ryan Reynolds,F,1973-01-19,Japanese,1.75,27,1985,31482302,10782794.13,APA,ryan_reynolds48@talent.com,+447712907481,Rome,2012-11-24 05:28:07
251,Pierre Streep,Other,1992-07-26,Brazilian,1.96,2,1992,37665656,8750394.52,CAA,pierre_streep21@talent.com,+447816137131,New York,2011-01-20 07:27:53
252,  James Thomas   ,Other,1954-11-15,American,1.57,6,1993,33537195,13821379.43,UTA,james_thomas84@talent.com,+447298863300,Mumbai,2010-06-28 21:42:44
253,Carlos Garcia,F,1992-10-15,British,1.9,16,1993,6758246,2148365.37,APA,carlos_garcia60@talent.com,+447913901574,Rome,2020-11-25 23:38:58
254,Daniel Santos,Other,1973-07-23,Australian,1.89,18,1995,10029111,786530.79,WME,invalid-email-no-at,+447527053793,Berlin,2015-07-08 23:53:36
255,Ryan Blanchett,Other,1961-06-02,American,1.8,3,2012,31348201,14952800.64,Anonymous Content,ryan_blanchett85@talent.com,+447303127079,Rome,2020-08-07 11:34:07
256,Aisha Williams,F,1981-08-20,German,1.74,19,2006,43939821,11023818.86,ICM,aisha_williams94@talent.com,+447780544094,Mumbai,2013-06-13 19:37:37
257,Yuki DiCaprio,Other,1962-01-23,Italian,2.0,13,1992,9989346,7661396.57,Innovative Artists,yuki_dicaprio16@talent.com,+447155258045,Paris,2019-02-19 13:37:36
258,Robert Dubois,Other,1980-09-07,American,1.71,12,2018,8908949,10336211.86,Innovative Artists,robert_dubois48@talent.com,+447040342320,Seoul,2013-04-11 10:11:27
259,Scarlett Müller,F,1966-08-17,French,1.61,17,1995,27070371,11838261.23,3 Arts Entertainment,scarlett_müller7@talent.com,+447725352106,Berlin,2014-12-12 03:28:14
260,Pierre Müller,Other,1977-06-01,German,1.83,8,2013,25076614,16738130.75,CAA,pierre_müller17@talent.com,+447237327342,Seoul,2015-08-23 21:31:46
261,Yuki DiCaprio,Other,1969-04-10,Canadian,1.71,11,2000,33759336,18503599.32,WME,yuki_dicaprio73@talent.com,+447322826481,Paris,2021-06-16 11:02:54
262,Pierre Williams,M,1974-10-23,Korean,1.78,11,2011,12522669,17647105.84,Gersh Agency,pierre_williams59@talent.com,+447664539775,Berlin,2013-10-04 13:34:24
263,Angelina Reynolds,M,1975-10-25,Japanese,1.66,29,2002,17862465,16047216.36,CAA,angelina_reynolds59@talent.com,+447866065767,New York,2011-01-10 04:54:31
264,Meryl Blanchett,Other,1959-02-01,French,1.98,25,1989,33895275,10936665.31,3 Arts Entertainment,meryl_blanchett76@talent.com,+447668118443,Rome,2019-10-21 03:13:09
265,Meryl Lawrence,M,1983-05-26,Indian,1.99,2,1991,5992924,6532767.81,Innovative Artists,meryl_lawrence81@talent.com,+447396974086,Los Angeles,2023-04-10 14:23:25
266,Michael Pitt,Other,1960-07-06,Japanese,1.97,10,2005,19057666,8353705.72,UTA,michael_pitt12@talent.com,+447898846555,Los Angeles,2024-03-04 07:21:45
267,John Johansson,Other,1968-01-16,French,1.93,7,2003,15382888,5560086.98,Paradigm,john_johansson50@talent.com,+447747073653,Los Angeles,2024-10-11 08:30:43
268,Michael Blanchett,Other,1983-02-02,Spanish,1.84,24,2007,7281632,7854099.02,APA,michael_blanchett85@talent.com,+447054464221,London,2011-05-21 23:05:47
269,Anna Johnson,M,1974-09-02,Australian,1.72,8,1990,35495931,14652047.24,APA,anna_johnson22@talent.com,+447679794531,Tokyo,2011-04-07 21:12:27
270,Daniel Ahmed,Other,1954-06-14,Brazilian,1.93,10,2020,7833070,8812933.69,3 Arts Entertainment,daniel_ahmed94@talent.com,+447150837560,Paris,2020-06-24 15:35:10
271,Pierre Smith,M,1955-10-28,French,1.87,3,2003,10749591,11430057.1,3 Arts Entertainment,pierre_smith91@talent.com,+447792125606,Tokyo,2018-02-10 03:18:00
272,Meryl Rodriguez,Other,1987-04-19,French,1.69,5,2011,21581972,3119032.9,WME,meryl_rodriguez28@talent.com,+447388498064,London,2023-12-01 03:28:19
273,Angelina Smith,F,1977-10-17,Indian,2.03,12,2010,24436761,12503614.28,Anonymous Content,angelina_smith20@talent.com,+447968699071,Paris,2021-09-05 14:11:51
274,Kenji Chen,Other,1956-07-10,Japanese,1.9,18,1992,21038886,3868205.65,UTA,kenji_chen32@talent.com,+447490766724,New York,2011-09-21 00:57:06
275,Christopher Dubois,F,1984-03-08,Japanese,1.64,8,1985,48815999,2551415.93,Gersh Agency,christopher_dubois8@talent.com,+447947758599,Rome,2012-07-16 02:40:15
276,Meryl Müller,F,1960-04-18,Italian,1.77,1,2013,31825432,7728059.89,Gersh Agency,meryl_müller2@talent.com,+447336225854,London,2019-12-07 20:40:59
277,Emma Streep,F,1995-07-16,Japanese,1.58,17,2016,32678249,17271998.54,WME,emma_streep76@talent.com,+447529884390,Los Angeles,2017-11-11 05:50:18
278,Cate Washington,F,1954-01-23,Canadian,1.96,24,2016,9716685,5708963.05,Innovative Artists,invalid-email-no-at,+447893954545,London,2015-05-06 13:22:18
279,Angelina Rodriguez,M,1987-03-16,Italian,1.93,30,1999,38995559,11040613.44,UTA,angelina_rodriguez56@talent.com,+447715569962,Berlin,2018-11-04 17:10:50
280,Ryan Taylor,Other,1960-08-18,Canadian,1.76,0,2015,49509077,18376351.83,Gersh Agency,ryan_taylor74@talent.com,+447409446519,London,2020-04-12 14:49:41
281,Maria Rodriguez,M,1996-07-22,Australian,1.85,21,1990,43684493,3863824.89,ICM,maria_rodriguez67@talent.com,+447394294887,Tokyo,2021-08-24 01:22:00
282,Cate Wilson,Other,1999-05-19,Japanese,1.88,19,2010,13285459,15655650.66,Innovative Artists,invalid-email-no-at,+447514844252,Rome,2018-07-23 13:08:49
283,Sofia Kim,M,1989-05-18,Japanese,1.92,8,1995,10940916,18009483.43,3 Arts Entertainment,sofia_kim70@talent.com,+447871735162,Seoul,2015-02-07 06:45:02
284,Leonardo Nakamura,Other,1994-06-04,Brazilian,1.9,29,1991,1748769,11953174.19,Innovative Artists,leonardo_nakamura79@talent.com,+447315836079,Tokyo,2015-02-22 07:55:51
285,  Ryan Brown   ,F,1996-01-09,French,1.8,15,1994,9449989,4783294.95,UTA,ryan_brown30@talent.com,+447381695584,Rome,2023-12-16 16:50:51
286,Omar Lawrence,M,1963-11-27,Indian,1.61,16,1990,29628384,1309408.38,Anonymous Content,omar_lawrence6@talent.com,+447213376153,Sydney,2020-12-19 07:22:55
287,Elena Streep,M,1954-03-15,Brazilian,1.71,18,2012,16395857,15160529.79,Innovative Artists,elena_streep57@talent.com,+447914408348,Berlin,2011-02-10 19:53:13
288,Maria Chen,M,1977-12-25,Korean,1.94,18,2001,45196553,16618958.36,CAA,maria_chen3@talent.com,+447541024787,Berlin,2023-09-04 16:51:01
289,Maria Washington,M,1958-02-17,British,1.7,22,2001,1602874,10902268.62,Innovative Artists,maria_washington54@talent.com,+447399671433,Los Angeles,2012-09-09 13:04:27
290,Tom Anderson,M,1968-10-20,Australian,1.79,29,1985,14077658,13311560.71,CAA,tom_anderson61@talent.com,+447688837037,Tokyo,2013-11-10 21:31:16
291,Robert Blanchett,M,1952-01-10,Italian,1.55,0,2003,7427214,4025589.82,ICM,robert_blanchett27@talent.com,+447139274301,Seoul,2015-06-24 14:36:19
292,David Smith,M,1988-06-14,Brazilian,1.78,21,1990,32834376,7586568.53,WME,david_smith93@talent.com,+447157562174,New York,2018-10-25 17:37:35
293,Yuki Washington,Other,1978-06-28,French,1.66,15,2014,44052324,1575308.57,ICM,yuki_washington71@talent.com,+447883873553,Sydney,2018-02-18 18:14:39
294,Omar Pitt,M,1967-06-04,Australian,1.68,10,2017,27517199,18591384.8,WME,omar_pitt82@talent.com,+447044796232,Toronto,2021-08-27 23:14:17
295,Christopher Anderson,Other,1975-05-24,Canadian,1.57,20,1991,23352876,17533636.82,APA,christopher_anderson72@talent.com,+447032879120,Mumbai,2015-10-07 18:06:49
296,Aisha Pitt,F,1969-10-07,German,1.84,14,1990,45259635,11292639.18,Gersh Agency,aisha_pitt42@talent.com,+447420152619,Los Angeles,2016-04-17 10:54:26
297,Angelina Garcia,M,1999-06-07,Spanish,1.83,8,1996,3712383,13751321.59,APA,angelina_garcia2@talent.com,+447058564794,Seoul,2020-11-12 23:21:48
298,Maria Streep,Other,1995-10-22,Italian,1.78,22,2017,35284653,10784030.23,3 Arts Entertainment,maria_streep41@talent.com,+447815314833,London,2020-12-24 04:51:06
299,Meryl Stone,M,1967-01-25,Australian,1.71,24,1989,8384867,15656708.2,Gersh Agency,meryl_stone5@talent.com,+447489123637,Rome,2011-12-15 11:42:31
300,Aisha Washington,Other,1969-09-14,Italian,1.79,16,2011,17264504,19023170.74,UTA,aisha_washington2@talent.com,+447300098667,Rome,2012-05-10 15:03:44
