director_id,full_name,nationality,experience_years,famous_movie,awards,email,phone,salary,studio,gender,birth_date,net_worth,status,created_at
155,Emma Brown,Indian,21,The Dark Night,8,emma.brown77@gmail.com,+19442124274,2694503.25,Warner Bros,Other,1979-10-17,156555446.52,Active,2016-03-05 18:37:37
156,Meryl Chen,Canadian,32,The Last Dawn,18,meryl.chen13@gmail.com,+17486769167,3123018.33,Warner Bros,M,1957-07-05,124030653.23,Retired,2010-07-11 22:15:03
157,Leonardo Wilson,Brazilian,7,The Golden Storm,7,leonardo.wilson3@gmail.com,+15106216863,845050.5,A24,F,1957-12-14,121390847.36,Active,2013-08-07 13:47:31
158,Meryl Taylor,Indian,37,The Golden Hero,0,meryl.taylor66@gmail.com,+12676219779,1033939.31,Paramount,M,1955-01-15,11061297.06,Retired,2021-04-09 11:52:29
159,Carlos Martin,Australian,36,The Last Hero,11,carlos.martin31@gmail.com,+18088484373,1852395.22,Sony Pictures,Other,1984-02-10,6462647.49,Active,2012-10-25 06:54:14
160,Tom Kim,British,39,The Dark Storm,0,tom.kim84@gmail.com,+12201149283,1274096.15,Lionsgate,F,1985-12-21,55800333.09,Retired,2023-06-15 08:13:29
161,Elena Streep,Korean,36,The Rising Dawn,20,elena.streep51@gmail.com,+12079581776,3050108.2,Sony Pictures,F,1983-02-16,13703573.73,Retired,2020-06-28 08:16:41
162,Scarlett Cooper,Australian,26,The Golden Night,10,scarlett.cooper20@gmail.com,+14461952520,3467627.6,Warner Bros,Other,1971-05-09,181475400.94,Retired,2016-12-02 18:45:36
163,Cate Dubois,Canadian,36,The Golden Night,5,cate.dubois88@gmail.com,+16877014583,1610163.45,A24,M,1956-12-26,112247299.57,Active,2020-06-21 02:14:22
164,Maria Blanchett,American,38,The Golden Shadow,18,maria.blanchett43@gmail.com,+17995933359,4732644.72,Universal,F,1952-09-04,173632053.18,Retired,2018-05-14 01:55:54
165,David Williams,French,32,The Dark Storm,10,david.williams53@gmail.com,+16683402902,3228957.31,Disney,F,1980-01-01,90958592.49,Active,2022-03-19 05:31:50
166,Meryl DiCaprio,American,3,The Last Night,17,meryl.dicaprio79@gmail.com,+16397767819,1157188.41,Netflix,M,1960-09-07,4565309.0,Active,2020-12-08 07:44:56
167,Emma Santos,Japanese,30,The Dark Hero,16,emma.santos50@gmail.com,+15133802133,3062575.61,Netflix,F,1983-03-11,199231644.02,Retired,2015-04-06 12:01:14
168,Maria Blanchett,American,25,The Dark Night,20,invalid-email-no-at,+17163835093,1427788.03,Focus Features,Other,1943-10-02,132732013.25,Active,2010-12-04 13:28:24
169,Christopher Anderson,Canadian,34,The Golden Shadow,8,christopher.anderson90@gmail.com,+19111156104,3189429.33,Disney,F,1946-09-24,123921893.06,Retired,2011-02-16 06:38:12
170,Meryl Rossi,German,31,The Rising Night,10,meryl.rossi46@gmail.com,+15023690622,1325625.28,Warner Bros,Other,1945-02-27,115256400.27,Retired,2012-02-25 16:04:46
171,Leonardo Chen,British,3,The Golden Night,9,leonardo.chen59@gmail.com,+15035431282,1929030.39,Netflix,F,1947-02-28,151882596.96,Active,2010-03-22 20:10:21
172,Emma Cooper,Italian,26,The Silent Dawn,14,emma.cooper35@gmail.com,+12957251562,1504798.84,Amazon Studios,Other,1970-07-21,177338653.45,Active,2011-03-23 23:03:54
173,Anna Chen,Korean,40,The Silent Dawn,0,anna.chen62@gmail.com,+18948351152,4340363.72,Disney,F,1971-02-14,88696888.17,Active,2014-11-11 00:45:55
174,Emma Taylor,Australian,7,The Rising Dawn,13,emma.taylor29@gmail.com,+18856675742,3376223.66,Paramount,F,1962-11-22,128639486.11,Active,2023-09-20 01:00:41
175,Ryan Müller,Japanese,4,The Rising Shadow,16,ryan.müller64@gmail.com,+12769248484,1268991.31,Amazon Studios,F,1955-02-15,89393586.42,Retired,2011-08-15 10:07:31
176,Leonardo Pitt,Australian,20,The Last Hero,16,leonardo.pitt52@gmail.com,+17701002847,2899196.35,A24,F,1963-01-27,45360704.76,Retired,2015-09-25 19:38:30
177,Scarlett Streep,Canadian,19,The Golden Shadow,17,scarlett.streep15@gmail.com,abc-def-ghij,2705528.42,Universal,M,1950-08-05,164545893.32,Retired,2011-05-20 06:12:07
178,Ryan Lawrence,Canadian,38,The Silent Night,3,ryan.lawrence59@gmail.com,+13956669584,3906296.83,A24,F,1982-10-17,27792566.87,Retired,2010-09-24 01:35:59
179,Claire Reynolds,Italian,39,The Rising Shadow,19,claire.reynolds66@gmail.com,+13813913368,4436940.15,Focus Features,F,1966-10-23,152712556.6,Retired,2016-06-10 14:51:08
180,David Brown,Canadian,14,The Rising Dawn,6,david.brown39@gmail.com,+17606266549,1206620.94,Sony Pictures,Other,1962-11-05,196285763.75,Active,2018-09-23 20:20:45
181,Christopher DiCaprio,Indian,19,The Golden Dawn,13,christopher.dicaprio62@gmail.com,+18838004117,4079862.94,Focus Features,M,1941-07-05,11559934.9,Active,2013-05-25 05:18:43
182,John Williams,Canadian,36,The Last Storm,7,john.williams27@gmail.com,+12337017692,3763581.13,Focus Features,F,1955-09-26,159569895.91,Retired,2021-11-02 12:24:26
183,Denzel Streep,Spanish,15,The Golden Dawn,20,invalid-email-no-at,+14574407238,3582219.53,Netflix,Other,1974-12-20,40097347.27,Active,2014-08-06 21:04:11
184,Anna Blanchett,Japanese,1,The Rising Hero,10,anna.blanchett49@gmail.com,+14855433204,2438390.42,Disney,M,1949-06-20,11120232.8,Retired,2017-10-18 11:04:50
185,Scarlett Nakamura,French,23,The Rising Night,7,scarlett.nakamura24@gmail.com,+17173673793,4440304.35,Netflix,F,1963-05-07,190111347.0,Retired,2018-11-01 03:42:22
186,Omar Kim,French,25,The Rising Dawn,8,omar.kim32@gmail.com,+18986384429,2793139.1,Sony Pictures,M,1973-06-17,160760530.76,Retired,2017-01-10 20:12:20
187,Carlos Rodriguez,German,28,The Last Night,3,carlos.rodriguez99@gmail.com,+12072098434,1186781.93,Amazon Studios,Other,1944-12-22,31597160.87,Retired,2021-06-02 02:04:03
188,Anna Johansson,Italian,28,The Golden Dawn,10,anna.johansson10@gmail.com,+14335339392,281076.65,Universal,Other,1940-11-24,124051522.42,Active,2021-02-12 16:06:18
189,Denzel Streep,Spanish,11,The Golden Dawn,17,denzel.streep12@gmail.com,+16487399057,1255355.48,Amazon Studios,Other,1958-11-05,60313244.14,Retired,2010-09-28 17:09:07
190,Michael Johnson,Brazilian,23,The Rising Dawn,6,michael.johnson51@gmail.com,+12876111869,2180741.58,Focus Features,M,1950-03-08,123760099.72,Retired,2013-02-06 21:51:36
191,Brad Smith,Australian,32,The Rising Shadow,10,brad.smith83@gmail.com,+14972130159,1914264.12,Paramount,M,1958-10-03,180123599.58,Retired,2017-08-11 19:42:19
192,Scarlett Thomas,German,28,The Dark Dawn,8,scarlett.thomas73@gmail.com,+15238185805,4232528.28,Disney,Other,1961-08-15,89626236.74,Retired,2017-09-04 05:41:38
193,Sofia Reynolds,Indian,2,The Golden Night,18,sofia.reynolds69@gmail.com,+19512282825,2978723.78,Lionsgate,M,1942-09-09,109150395.46,Retired,2020-03-12 12:14:57
194,  Meryl Thomas   ,German,40,The Golden Night,5,meryl.thomas60@gmail.com,+12927656950,3834589.14,Disney,F,1950-03-19,189793654.49,Active,2021-12-16 11:02:14
195,Meryl Wilson,Italian,31,The Dark Hero,14,meryl.wilson34@gmail.com,+12434469093,4431449.51,Warner Bros,Other,1960-02-23,193719838.77,Retired,2023-12-09 18:34:36
196,Anna Martin,German,34,The Silent Storm,12,anna.martin76@gmail.com,+12799668165,1893910.44,Netflix,F,1970-10-01,100865559.91,Active,2017-03-08 02:32:41
197,John Dubois,Korean,8,The Dark Night,15,john.dubois21@gmail.com,+19342985251,3441101.25,A24,M,1977-03-21,166839634.28,Active,2013-01-05 18:37:10
198,David Pitt,Italian,39,The Rising Hero,18,david.pitt74@gmail.com,+13705332877,3260588.99,Sony Pictures,M,1953-08-20,198562388.92,Retired,2012-04-27 13:38:09
199,Denzel Thomas,French,15,The Dark Dawn,12,denzel.thomas85@gmail.com,+13716749069,2050217.04,Universal,M,1952-09-28,181958505.39,Retired,2023-03-20 03:11:30
200,Angelina Jackson,Australian,35,The Rising Hero,0,angelina.jackson69@gmail.com,+13202563468,4505450.97,Amazon Studios,Other,1966-06-28,9644218.38,Retired,2013-08-26 12:22:37
